,id,construction_year,population,longitude,latitude,status_group,priority_scores
844,9086,1967.0,200.0,38.58380406,-5.22563983,functional,0.43722466619691214
35381,4709,1967.0,200.0,38.58123877,-5.22129917,functional,0.43722466619691214
26320,5381,1967.0,120.0,38.04986244,-4.26577332,functional,0.43591314778647244
54419,36815,1967.0,120.0,38.04448017,-4.27494624,functional,0.43591314778647244
48344,53425,1967.0,120.0,37.94972216,-4.13238778,functional,0.43591314778647244
14605,24006,1967.0,120.0,38.01659565,-4.16250652,functional,0.43591314778647244
37272,28283,1967.0,120.0,38.04911031,-4.26661602,functional,0.43591314778647244
7511,14449,1967.0,100.0,34.43360935,-9.29950998,functional,0.4355852681838625
39997,3132,1967.0,100.0,36.85999941,-6.26072348,functional,0.4355852681838625
35238,2968,1967.0,75.0,38.58254154,-5.18801224,functional,0.4351754186806001
47120,32033,1967.0,70.0,38.58244708,-5.2232157,functional,0.43509344877994766
37958,50740,1967.0,50.0,38.58182204,-5.22222908,functional,0.4347655691773377
43351,32850,1967.0,50.0,38.58072716,-5.22197246,functional,0.4347655691773377
1713,51174,1967.0,1.0,38.19729594,-4.656973000000001,functional,0.4339622641509434
5276,8857,1967.0,1.0,38.20481328,-4.6658645,functional,0.4339622641509434
36705,25622,1967.0,1.0,38.19492004,-4.6548337,functional,0.4339622641509434
11253,71659,1967.0,1.0,38.19716572,-4.6361837,functional,0.4339622641509434
6707,11075,1967.0,1.0,38.19209816,-4.6442013,functional,0.4339622641509434
16957,22327,1967.0,1.0,38.19251694,-4.6470535,functional,0.4339622641509434
23896,12306,1967.0,1.0,38.19845249,-4.6576565,functional,0.4339622641509434
52092,15709,1967.0,1.0,38.19433237,-4.6534677,functional,0.4339622641509434
5219,47846,1967.0,1.0,38.19431394,-4.6561623,functional,0.4339622641509434
10561,22289,1967.0,1.0,38.19265173,-4.6355941,functional,0.4339622641509434
1850,53995,1967.0,1.0,38.19222797,-4.6411093,functional,0.4339622641509434
21703,5353,1967.0,1.0,38.19314056,-4.6497423,functional,0.4339622641509434
52271,2934,1967.0,1.0,38.19378325,-4.6520433,functional,0.4339622641509434
25881,10410,1968.0,500.0,36.93508163,-3.25222061,functional,0.43270889797191003
16554,8730,1968.0,390.0,36.91853576,-3.41893671,functional,0.43090556015755543
9256,18398,1968.0,380.0,36.90168571,-3.41544399,functional,0.43074162035625047
2192,7065,1970.0,1530.0,29.68274756,-4.91124288,functional,0.4307267729780191
41647,69073,1968.0,360.0,36.91684194,-3.46109867,functional,0.4304137407536406
35390,10454,1968.0,350.0,36.81587635,-3.30838366,functional,0.4302498009523356
31778,65976,1968.0,250.0,36.92694368,-3.43311776,functional,0.428610402939286
7560,32334,1968.0,189.0,36.95179363,-3.25475108,functional,0.42761037015132575
9742,20820,1968.0,180.0,36.95481169,-3.41870087,functional,0.42746282433015126
401,39915,1968.0,159.0,36.92693499,-3.46538763,functional,0.42711855074741084
36320,39938,1968.0,156.0,34.82019509,-11.30456073,functional,0.42706936880701935
10652,63212,1968.0,146.0,36.96885687,-3.43285587,functional,0.4269054290057144
10845,5620,1968.0,140.0,36.95317282,-3.40792643,functional,0.42680706512493144
56270,62514,1968.0,140.0,36.86200567,-3.2139611,functional,0.42680706512493144
19727,34901,1968.0,126.0,36.91019286,-3.43557226,functional,0.4265775494031045
30095,24564,1968.0,120.0,36.87494947,-3.34353165,functional,0.4264791855223215
1202,9157,1968.0,120.0,36.9681454,-3.43244332,functional,0.4264791855223215
18288,54509,1968.0,98.0,36.91090587,-3.43680466,functional,0.4261185179594506
59029,46871,1968.0,86.0,36.89671517,-3.35168969,functional,0.4259217901978846
12255,43489,1968.0,78.0,36.89628625,-3.33313848,functional,0.42579063835684067
9494,55173,1968.0,68.0,36.89474878,-3.33094091,functional,0.4256266985555357
4906,54238,1968.0,60.0,36.89328535,-3.3288046,functional,0.42549554671449175
19883,2390,1968.0,60.0,36.89343489,-3.32404245,functional,0.42549554671449175
36689,32065,1968.0,1.0,37.58714703,-3.09864428,functional,0.42452830188679247
15371,25801,1968.0,1.0,37.30432891,-3.28777138,functional,0.42452830188679247
44754,30670,1968.0,1.0,37.30083083,-3.2858831,functional,0.42452830188679247
26691,37284,1970.0,1000.0,29.67616454,-4.90517442,functional,0.4220379635088562
3848,67323,1969.0,400.0,37.73986199,-7.402242299999999,functional,0.42163553769470946
10434,52990,1970.0,950.0,38.90092620000001,-10.09752982,functional,0.42121826450233135
12582,52241,1969.0,300.0,38.50427655,-5.09996893,functional,0.41999613968165983
27483,6626,1979.0,6000.0,37.32515732,-2.86511015,functional,0.4191022037839781
39665,44122,1969.0,160.0,37.78286288,-6.80518564,functional,0.4177009824633904
9848,19117,1970.0,725.0,29.67545737,-4.90149176,functional,0.41752961897296975
9595,47286,1969.0,120.0,37.79457264,-6.79632109,functional,0.41704522325817056
12052,38086,1971.0,1250.0,29.61847919,-4.8969754,functional,0.41670249627732925
32675,5407,1969.0,80.0,37.78889892,-6.7958629,functional,0.41638946405295074
51574,66693,1970.0,650.0,38.80061492,-4.86735303,functional,0.41630007046318257
9103,38209,1975.0,3520.0,29.64083261,-4.87682639,functional,0.4161809821169516
7619,48510,1971.0,1200.0,38.78250079,-4.75278423,functional,0.41588279727080446
31679,50929,1970.0,600.0,38.20493162,-4.80560317,functional,0.4154803714566577
5333,46575,1969.0,1.0,38.34534896,-4.8501915,functional,0.41509433962264153
29873,43872,1969.0,1.0,38.47204952,-4.8507702,functional,0.41509433962264153
6952,22163,1969.0,1.0,38.35585912,-4.844787,functional,0.41509433962264153
26257,5211,1969.0,1.0,38.34045531,-4.8540245,functional,0.41509433962264153
7775,69505,1969.0,1.0,38.34333381,-4.8571805,functional,0.41509433962264153
7175,41415,1969.0,1.0,38.46288771,-4.8630773000000005,functional,0.41509433962264153
2267,24496,1969.0,1.0,38.36096808,-4.8446116,functional,0.41509433962264153
54322,54379,1969.0,1.0,38.34792904,-4.8385225,functional,0.41509433962264153
49360,46376,1969.0,1.0,38.34229046,-4.8611433,functional,0.41509433962264153
21697,30197,1969.0,1.0,38.46331644,-4.8651599,functional,0.41509433962264153
22656,62734,1969.0,1.0,38.35304459,-4.8414426,functional,0.41509433962264153
8437,23865,1969.0,1.0,38.34872966,-4.8553181,functional,0.41509433962264153
8094,50119,1969.0,1.0,38.36836938,-4.834015,functional,0.41509433962264153
12222,72944,1970.0,532.0,34.77689779999999,-5.3392391,functional,0.414365580807784
18467,63482,1970.0,500.0,36.4807924,-3.36197835,functional,0.41384097344360815
23681,4373,1970.0,500.0,38.80128722,-4.86780336,functional,0.41384097344360815
1960,57933,1974.0,2800.0,34.05906526,-5.97665546,functional,0.41381127868714535
18667,9338,1970.0,450.0,34.75929572,-5.39411307,functional,0.4130212744370833
20494,62821,1970.0,450.0,39.09138014,-6.97832237,functional,0.4130212744370833
14540,49341,1970.0,450.0,39.09138014,-6.97832237,functional,0.4130212744370833
35060,49074,1970.0,450.0,34.96241507,-4.48649784,functional,0.4130212744370833
13794,49082,1970.0,400.0,38.80114983,-4.86677936,functional,0.4122015754305585
12839,19946,1970.0,379.0,34.81431526,-4.10367353,functional,0.4118573018478181
1529,27028,1970.0,350.0,38.21005579,-4.80478242,functional,0.41138187642403373
27200,62530,1970.0,350.0,33.51484246,-1.83630938,functional,0.41138187642403373
11107,28240,1970.0,350.0,33.5138859,-1.83687655,functional,0.41138187642403373
24090,65707,1972.0,1500.0,34.94550308,-6.24072512,functional,0.41136702904580236
10939,15466,1970.0,320.0,39.352696,-6.84960283,functional,0.4108900570201188
17161,31455,1970.0,300.0,38.8047298,-4.86726662,functional,0.4105621774175089
20571,13271,1970.0,300.0,34.96561336,-4.45427855,functional,0.4105621774175089
35732,69188,1970.0,300.0,34.72177318,-2.38237157,functional,0.4105621774175089
59042,40943,1970.0,300.0,36.83917387,-3.56209228,functional,0.4105621774175089
10051,16574,1970.0,300.0,38.20789747,-4.80715309,functional,0.4105621774175089
3286,15326,1970.0,300.0,34.72138587,-2.38266813,functional,0.4105621774175089
38873,50656,1970.0,300.0,36.83937639,-3.61421423,functional,0.4105621774175089
37743,53000,1970.0,300.0,36.84136848,-3.60593518,functional,0.4105621774175089
56295,35141,1970.0,300.0,36.84205747,-3.60523108,functional,0.4105621774175089
12443,10805,1970.0,250.0,36.81607052,-3.31554184,functional,0.4097424784109841
8354,4229,1970.0,250.0,30.86344851,-3.39902864,functional,0.4097424784109841
45082,38680,1970.0,250.0,35.16701523,-2.00027838,functional,0.4097424784109841
22973,41144,1970.0,250.0,30.86388077,-3.39815613,functional,0.4097424784109841
40590,17689,1970.0,250.0,30.86315978,-3.39894149,functional,0.4097424784109841
8704,66140,1970.0,230.0,34.75418992,-5.38361512,functional,0.40941459880837416
13654,4497,1970.0,230.0,30.86360868,-3.39847577,functional,0.40941459880837416
269,65093,1974.0,2530.0,38.80660601,-10.56479172,functional,0.4093849040519114
5797,71424,1970.0,200.0,36.84951176,-3.49070097,functional,0.4089227794044593
49718,3702,1970.0,200.0,36.84971288,-3.4896806,functional,0.4089227794044593
34933,26134,1970.0,200.0,36.85165797,-3.49135566,functional,0.4089227794044593
3846,26793,1970.0,200.0,36.84492981,-3.4897232,functional,0.4089227794044593
53104,12122,1970.0,200.0,36.59914860000001,-3.27192336,functional,0.4089227794044593
27680,26954,1970.0,200.0,36.84831333,-3.48974665,functional,0.4089227794044593
30606,36387,1970.0,200.0,36.84545359,-3.49095304,functional,0.4089227794044593
6606,5434,1970.0,200.0,36.84543554,-3.49205923,functional,0.4089227794044593
53196,34045,1970.0,200.0,36.85136609,-3.49229499,functional,0.4089227794044593
32133,64152,1970.0,200.0,36.60572127,-3.32229166,functional,0.4089227794044593
13602,64708,1970.0,200.0,36.59460334,-3.25886727,functional,0.4089227794044593
8240,19092,1970.0,200.0,36.8506595,-3.49204077,functional,0.4089227794044593
41910,63203,1970.0,200.0,36.58801352,-3.27287511,functional,0.4089227794044593
6549,48625,1970.0,200.0,36.84753751,-3.49107764,functional,0.4089227794044593
48694,63859,1970.0,200.0,36.62679667,-3.27730031,functional,0.4089227794044593
21140,33490,1970.0,200.0,36.60452714,-3.26312119,functional,0.4089227794044593
21233,64682,1970.0,200.0,36.72115089,-3.12948569,functional,0.4089227794044593
9037,38073,1970.0,200.0,36.60476369,-3.26325854,functional,0.4089227794044593
3308,33285,1970.0,200.0,36.84489754,-3.49052942,functional,0.4089227794044593
6242,67975,1970.0,200.0,36.84563268,-3.49240959,functional,0.4089227794044593
1940,60562,1970.0,200.0,36.84433338,-3.49379453,functional,0.4089227794044593
34401,32793,1970.0,200.0,38.80338174,-4.86601817,functional,0.4089227794044593
18400,42819,1970.0,200.0,36.85107314,-3.49295127,functional,0.4089227794044593
12504,33632,1970.0,200.0,36.54085892,-3.23687619,functional,0.4089227794044593
12716,32140,1970.0,200.0,36.8432969,-3.49276415,functional,0.4089227794044593
14152,18853,1974.0,2500.0,37.43299104,-5.37697959,functional,0.4088930846479965
45030,43684,1971.0,750.0,38.42997295,-5.00425726,functional,0.4085055062120812
43678,53116,1970.0,150.0,36.69863128,-3.12470161,functional,0.4081030803979345
15379,17666,1970.0,150.0,35.90756648,-8.10495933,functional,0.4081030803979345
36398,10952,1970.0,150.0,36.71210674,-3.12379223,functional,0.4081030803979345
6368,56699,1970.0,150.0,36.7204591,-3.12949237,functional,0.4081030803979345
11001,15629,1970.0,150.0,36.67658193,-3.15611113,functional,0.4081030803979345
17831,33299,1970.0,142.0,36.77390997,-3.34602186,functional,0.4079719285568905
8415,31655,1970.0,140.0,37.59743832,-6.90159147,functional,0.40793914059662956
48194,48161,1970.0,130.0,36.9064513,-3.35312684,functional,0.4077752007953246
17026,34556,1970.0,120.0,30.86326363,-3.39902153,functional,0.4076112609940196
8993,18690,1970.0,100.0,38.20820139,-4.80304236,functional,0.4072833813914097
45117,63078,1970.0,100.0,36.53214111,-3.29757336,functional,0.4072833813914097
55521,18476,1970.0,100.0,36.5636624,-3.32905857,functional,0.4072833813914097
26055,24320,1970.0,100.0,36.58603238,-3.31875687,functional,0.4072833813914097
57062,22400,1970.0,100.0,36.55247795,-3.32146013,functional,0.4072833813914097
14996,16517,1970.0,100.0,38.79645741,-4.85602583,functional,0.4072833813914097
22461,48022,1970.0,100.0,36.52728799,-3.29535177,functional,0.4072833813914097
19506,29941,1970.0,100.0,36.54542783,-3.33527473,functional,0.4072833813914097
26013,44686,1970.0,55.0,34.68513932,-9.13942098,functional,0.40654565228553735
11786,1065,1970.0,50.0,38.79763985,-4.85537093,functional,0.4064636823848849
13162,22726,1970.0,40.0,38.80485531,-4.86985621,functional,0.4062997425835799
7076,43953,1971.0,600.0,38.79952906,-4.85808566,functional,0.4060464091925068
6947,16281,1970.0,20.0,38.82308539,-4.84453475,functional,0.40597186298097
47755,53913,1970.0,1.0,37.59219304,-3.28102351,functional,0.4056603773584906
4210,50214,1970.0,1.0,37.55345933,-3.2702718,functional,0.4056603773584906
942,5009,1970.0,1.0,37.57126251,-3.26699783,functional,0.4056603773584906
7716,41872,1970.0,1.0,34.76563073,-5.37894236,functional,0.4056603773584906
51426,69936,1970.0,1.0,34.76193111,-5.37240327,functional,0.4056603773584906
12662,11374,1970.0,1.0,34.77486846,-5.33638101,functional,0.4056603773584906
2014,70964,1970.0,1.0,37.56916753,-3.25194319,functional,0.4056603773584906
12546,25921,1970.0,1.0,38.39726815,-4.9276338,functional,0.4056603773584906
16813,5736,1970.0,1.0,34.77724163,-5.33679916,functional,0.4056603773584906
9957,56325,1970.0,1.0,38.40174162,-4.9228569,functional,0.4056603773584906
20065,58615,1970.0,1.0,37.55368804,-3.29575816,functional,0.4056603773584906
53312,6415,1970.0,1.0,37.55950399,-3.26866643,functional,0.4056603773584906
50382,6021,1970.0,1.0,37.55437114,-3.24436105,functional,0.4056603773584906
30531,10231,1970.0,1.0,37.58947704,-3.3015314,functional,0.4056603773584906
6465,9334,1970.0,1.0,34.77704541,-5.33743611,functional,0.4056603773584906
7008,16683,1970.0,1.0,37.57366892,-3.32079301,functional,0.4056603773584906
6836,13398,1970.0,1.0,37.63047852,-6.32280884,functional,0.4056603773584906
49664,65276,1970.0,1.0,37.55356852,-3.27154304,functional,0.4056603773584906
14419,27764,1970.0,1.0,37.55179414,-3.25469308,functional,0.4056603773584906
55294,55970,1970.0,1.0,37.57054714,-3.27151854,functional,0.4056603773584906
15882,14923,1970.0,1.0,34.77166367,-5.3571392,functional,0.4056603773584906
58908,32503,1970.0,1.0,34.75903186,-5.38486916,functional,0.4056603773584906
44248,72476,1970.0,1.0,34.77498119,-5.34598947,functional,0.4056603773584906
18804,56317,1970.0,1.0,37.57223441,-3.28901108,functional,0.4056603773584906
489,48326,1970.0,1.0,38.39710186,-4.9251607,functional,0.4056603773584906
18716,31817,1970.0,1.0,34.77494,-5.33670959,functional,0.4056603773584906
24187,26214,1970.0,1.0,37.58596279,-3.27789923,functional,0.4056603773584906
50670,40136,1970.0,1.0,37.55680259,-3.26034365,functional,0.4056603773584906
54197,59425,1970.0,1.0,38.80421848,-4.85734697,functional,0.4056603773584906
33430,60926,1970.0,1.0,37.54724489,-3.38564369,functional,0.4056603773584906
50055,16377,1970.0,1.0,37.55894161,-3.26286459,functional,0.4056603773584906
23255,46536,1971.0,500.0,38.77441275,-4.76973722,functional,0.4044070111794572
55001,2291,1971.0,480.0,38.82508383,-5.18146928,functional,0.4040791315768473
34565,40961,1973.0,1619.0,37.27991222,-5.94103949,functional,0.40388395041718045
56670,4112,1971.0,420.0,37.72643456,-4.09186786,functional,0.4030954927690175
17095,40463,1971.0,400.0,35.53015089,-4.22160862,functional,0.4027676131664076
974,72822,1971.0,400.0,37.71944464,-4.10084202,functional,0.4027676131664076
6028,64488,1971.0,400.0,38.85882019,-4.82815431,functional,0.4027676131664076
36611,56481,1971.0,400.0,38.81571577,-4.78744997,functional,0.4027676131664076
1931,17382,1971.0,350.0,38.4287281,-5.00102219,functional,0.4019479141598828
31008,35880,1971.0,350.0,38.43281929,-5.00465662,functional,0.4019479141598828
37003,17259,1973.0,1500.0,38.77505638,-5.17165743,functional,0.4019330667816514
35786,35545,1971.0,300.0,38.83830174,-4.77414072,functional,0.40112821515335795
6899,15774,1971.0,300.0,38.83461525,-4.81691945,functional,0.40112821515335795
20274,38854,1971.0,300.0,38.77720943,-4.75646752,functional,0.40112821515335795
45351,28732,1971.0,300.0,38.77772353,-4.77932648,functional,0.40112821515335795
11890,64960,1971.0,300.0,38.77403368,-4.77526253,functional,0.40112821515335795
4563,52426,1971.0,300.0,38.86040356,-4.82485952,functional,0.40112821515335795
59309,50703,1972.0,860.0,39.42315176,-10.87374209,functional,0.40087488176228486
3754,37259,1972.0,850.0,39.42578753,-10.86775816,functional,0.4007109419609799
8703,56328,1974.0,2000.0,38.80168905,-10.56801221,functional,0.40069609458274846
25743,45325,1974.0,2000.0,38.80644708,-10.57124954,functional,0.40069609458274846
30705,73624,1971.0,250.0,38.77636672,-4.75675105,functional,0.40030851614683316
32998,73194,1971.0,250.0,38.83129233,-5.18319791,functional,0.40030851614683316
42387,11917,1973.0,1362.0,37.57094492,-3.47573019,functional,0.3996706975236429
4938,18380,1971.0,200.0,38.43185236,-5.00256371,functional,0.39948881714030837
32664,58234,1971.0,200.0,38.42971894,-5.00358212,functional,0.39948881714030837
36140,1986,1971.0,200.0,36.86135401,-6.26053046,functional,0.39948881714030837
54096,1007,1971.0,200.0,38.83922178,-4.77505163,functional,0.39948881714030837
47890,4145,1971.0,200.0,39.73545864,-9.88653151,functional,0.39948881714030837
3437,23980,1971.0,200.0,39.10474559,-4.68208993,functional,0.39948881714030837
34884,12464,1971.0,200.0,39.74028941,-9.87779729,functional,0.39948881714030837
36,27420,1971.0,200.0,38.83713732,-4.77558442,functional,0.39948881714030837
