,id,construction_year,population,longitude,latitude,status_group,priority_scores
38544,72972,2013.0,120.0,38.04927334,-4.26402818,non functional,0.5019508836355291
22177,60007,2013.0,120.0,38.06423311,-4.4713432,non functional,0.5019508836355291
7373,48440,2013.0,120.0,38.07583376,-4.46657906,non functional,0.5019508836355291
19716,68670,2013.0,120.0,37.70609781,-4.04008726,non functional,0.5019508836355291
1625,44903,2013.0,120.0,30.6699402,-3.54668643,non functional,0.5019508836355291
42748,19221,2013.0,100.0,38.0778651,-4.47751582,non functional,0.5016230040329192
3200,29562,2011.0,1230.0,36.41862171,-5.22549792,non functional,0.5012802770520778
894,13987,2012.0,650.0,38.95853148,-10.40471658,non functional,0.501205730840541
57302,58727,2012.0,650.0,38.95924657,-10.40351316,non functional,0.501205730840541
30621,3423,2012.0,650.0,38.95658174,-10.40687292,non functional,0.501205730840541
17264,69823,2012.0,650.0,30.01673937,-4.32756625,non functional,0.501205730840541
38205,35418,2012.0,650.0,35.58426553,-10.49175843,non functional,0.501205730840541
22114,9420,2012.0,650.0,39.79655204,-10.4344604,non functional,0.501205730840541
50998,15133,2010.0,1800.0,29.81298443,-5.10100492,non functional,0.5011908834623097
12763,51377,2012.0,630.0,39.80041603,-10.429477,non functional,0.500877851237931
27804,49060,2012.0,630.0,39.47553702,-9.52165666,non functional,0.500877851237931
56510,57730,2013.0,50.0,38.07232798,-4.46703543,non functional,0.5008033050263944
45153,49022,2011.0,1200.0,39.99314341,-10.72271412,non functional,0.5007884576481629
39208,42405,2011.0,1200.0,39.99574788,-10.72261609,non functional,0.5007884576481629
23691,19711,2012.0,620.0,38.95897433,-10.39786575,non functional,0.5007139114366261
36737,2526,2012.0,620.0,39.79937457,-10.43131973,non functional,0.5007139114366261
14711,64412,2012.0,620.0,39.79981142,-10.43237314,non functional,0.5007139114366261
14516,3105,2012.0,600.0,39.79873591,-10.43219902,non functional,0.5003860318340162
18962,49873,2012.0,600.0,39.79718075,-10.43179987,non functional,0.5003860318340162
29064,33738,2012.0,600.0,35.34048242,-10.52840411,non functional,0.5003860318340162
33696,43082,2012.0,600.0,31.04210321,-5.10638646,non functional,0.5003860318340162
10783,34537,2012.0,600.0,39.84853971,-10.64024396,non functional,0.5003860318340162
9193,25819,2012.0,596.0,34.14756498,-1.97339048,non functional,0.5003204559134943
42186,67003,2012.0,580.0,39.95667584,-10.71581595,non functional,0.5000581522314063
9872,63730,2012.0,580.0,38.95687341,-10.40345374,non functional,0.5000581522314063
21239,39890,2012.0,580.0,39.9539465,-10.71668076,non functional,0.5000581522314063
12956,15227,2012.0,580.0,39.9532489,-10.71549117,non functional,0.5000581522314063
4545,12304,2013.0,1.0,30.48611558,-3.6329154,non functional,0.5
3527,42072,2013.0,1.0,34.6608854,-10.71233741,non functional,0.5
17101,26039,2013.0,1.0,30.93554655,-3.30617119,non functional,0.5
47785,10042,2013.0,1.0,30.65225505,-3.5359202000000005,non functional,0.5
35982,25489,2013.0,1.0,30.65893342,-3.53365834,non functional,0.5
15948,27812,2013.0,1.0,39.07922339,-11.09054958,non functional,0.5
47853,12945,2013.0,1.0,34.66128599,-10.69743064,non functional,0.5
11463,57617,2013.0,1.0,36.91857402,-3.23642525,non functional,0.5
13185,20663,2013.0,1.0,34.65580177,-10.70213434,non functional,0.5
14406,25702,2013.0,1.0,37.3641627,-11.5114124,non functional,0.5
11348,34514,2013.0,1.0,34.65869846,-10.71749887,non functional,0.5
13314,65756,2013.0,1.0,30.93202585,-3.3015022000000003,non functional,0.5
37701,56636,2013.0,1.0,34.66559383,-10.71880642,non functional,0.5
14086,68912,2013.0,1.0,34.66884991,-10.72099498,non functional,0.5
14340,36357,2013.0,1.0,34.65684389,-10.70831786,non functional,0.5
13912,21106,2013.0,1.0,30.90687688,-3.31100694,non functional,0.5
22864,39411,2013.0,1.0,30.65087626,-3.53409602,non functional,0.5
22613,24259,2013.0,1.0,34.66094384,-10.70733142,non functional,0.5
531,73303,2013.0,1.0,30.66277795,-3.53000875,non functional,0.5
50450,48419,2013.0,1.0,30.91322401,-3.31370622,non functional,0.5
59306,71419,2013.0,1.0,30.93038534,-3.30059156,non functional,0.5
4862,66064,2013.0,1.0,39.05790082,-11.11150779,non functional,0.5
58271,26566,2013.0,1.0,34.65376758,-10.71276996,non functional,0.5
24322,15930,2013.0,1.0,39.05613948,-11.1103942,non functional,0.5
8712,18381,2013.0,1.0,34.66823661,-10.7146739,non functional,0.5
33785,59228,2013.0,1.0,37.04671858,-3.07754606,non functional,0.5
2445,21054,2013.0,1.0,36.90709843,-3.10137804,non functional,0.5
19831,29813,2013.0,1.0,34.66413705,-10.69905746,non functional,0.5
56532,58430,2013.0,1.0,34.66684762,-10.70749504,non functional,0.5
2739,33783,2013.0,1.0,30.65723839,-3.53786081,non functional,0.5
29345,34947,2013.0,1.0,35.58894512,-4.23910234,non functional,0.5
6354,13477,2013.0,1.0,34.67296206,-10.72510744,non functional,0.5
28126,17563,2013.0,1.0,30.6666901,-3.5280954,non functional,0.5
14235,22968,2013.0,1.0,34.67882201,-10.72678816,non functional,0.5
36105,73879,2013.0,1.0,36.91583368,-3.23588392,non functional,0.5
29682,43198,2013.0,1.0,39.05827065,-11.10711756,non functional,0.5
56609,21796,2013.0,1.0,34.67933447,-10.72138164,non functional,0.5
53015,31855,2013.0,1.0,30.65923882,-3.5408186,non functional,0.5
48721,27290,2013.0,1.0,30.65604158,-3.53509646,non functional,0.5
10923,43915,2013.0,1.0,34.66333899,-10.71618294,non functional,0.5
23780,47511,2013.0,1.0,30.65506205,-3.5326789,non functional,0.5
24166,7732,2013.0,1.0,30.66056225,-3.54224548,non functional,0.5
23982,24512,2013.0,1.0,35.59286415,-4.23819843,non functional,0.5
7902,72710,2013.0,1.0,30.66418449,-3.54456451,non functional,0.5
6809,63079,2013.0,1.0,35.584644899999994,-4.2318557,non functional,0.5
25071,13875,2013.0,1.0,37.61272841,-3.05044095,non functional,0.5
24898,28991,2013.0,1.0,34.66065983,-10.70257673,non functional,0.5
747,18050,2009.0,2300.0,37.31713869,-5.56739147,non functional,0.4999539112634067
2612,41528,2012.0,560.0,39.33973625,-10.6418682,non functional,0.4997302726287964
17467,47530,2012.0,560.0,39.46456646,-9.48747716,non functional,0.4997302726287964
1395,10021,2012.0,560.0,39.31981597,-9.551353,non functional,0.4997302726287964
42367,71039,2012.0,550.0,40.10089484,-10.55628812,non functional,0.4995663328274914
3744,51593,2012.0,550.0,39.25866877,-8.50254905,non functional,0.4995663328274914
11128,61613,2012.0,550.0,38.95521639,-10.40411176,non functional,0.4995663328274914
1692,71600,2012.0,550.0,40.09895367,-10.55646163,non functional,0.4995663328274914
656,53253,2012.0,500.0,34.84733057,-5.73225871,non functional,0.4987466338209666
53794,22333,2012.0,500.0,36.72670806,-2.72654914,non functional,0.4987466338209666
2179,10115,2012.0,500.0,33.40163255,-2.11058082,non functional,0.4987466338209666
806,37039,2012.0,500.0,36.84713924,-3.36960297,non functional,0.4987466338209666
7280,8641,2012.0,500.0,30.48260444,-3.65516893,non functional,0.4987466338209666
9979,32337,2012.0,500.0,37.56121034,-3.50246111,non functional,0.4987466338209666
39393,68440,2012.0,500.0,39.77656487,-10.47454031,non functional,0.4987466338209666
12016,5849,2012.0,500.0,34.48948151,-5.70548375,non functional,0.4987466338209666
57842,57666,2012.0,497.0,34.17406359,-1.95512669,non functional,0.4986974518805751
49209,21228,2012.0,485.0,35.69351825,-3.79098382,non functional,0.49850072411900914
7565,14998,2009.0,2200.0,37.34558732,-5.54660151,non functional,0.49831451325035714
11553,66506,2012.0,465.0,35.07239466,-4.2078276,non functional,0.49817284451639926
7299,53451,2012.0,462.0,39.73454489,-10.66462692,non functional,0.49812366257600776
12071,30835,2012.0,450.0,40.10216658,-10.55923987,non functional,0.4979269348144418
23224,42666,2012.0,450.0,39.57388328,-9.93465199,non functional,0.4979269348144418
32224,12459,2012.0,450.0,33.99931009,-2.04120026,non functional,0.4979269348144418
12341,10676,2012.0,450.0,29.75215367,-5.40713167,non functional,0.4979269348144418
41698,44773,2012.0,450.0,34.021889,-2.03464005,non functional,0.4979269348144418
8161,7730,2012.0,450.0,36.13734909,-10.27799787,non functional,0.4979269348144418
23470,45952,2012.0,450.0,34.06484555,-1.96626591,non functional,0.4979269348144418
23610,17928,2010.0,1600.0,36.41820008,-2.43453652,non functional,0.4979120874362104
4788,43384,2012.0,435.0,39.73236751,-10.66206858,non functional,0.49768102511248435
51695,25903,2011.0,1009.0,37.63564578,-5.79401615,non functional,0.49765720744323816
19450,72883,2012.0,432.0,39.41297085,-9.65584204,non functional,0.49763184317209286
22764,19650,2011.0,1000.0,34.61384339,-1.46906548,non functional,0.4975096616220637
9978,13056,2011.0,1000.0,34.01493287,-1.89077814,non functional,0.4975096616220637
34208,63831,2012.0,420.0,39.84700478,-10.64239399,non functional,0.49743511541052693
37077,4819,2012.0,419.0,38.82532248,-8.93079447,non functional,0.49741872143039645
47604,55146,2012.0,400.0,34.00064013,-2.03652748,non functional,0.497107235807917
10799,45499,2012.0,400.0,34.00097615,-2.03806657,non functional,0.497107235807917
1757,44471,2012.0,400.0,39.84097232,-10.49233185,non functional,0.497107235807917
36218,58435,2012.0,400.0,37.90659737,-4.12946061,non functional,0.497107235807917
39805,46703,2012.0,400.0,39.83635627,-10.65591703,non functional,0.497107235807917
18788,20952,2012.0,400.0,39.78069135,-10.47511298,non functional,0.497107235807917
58144,53221,2012.0,400.0,40.03734664,-10.69310885,non functional,0.497107235807917
5719,33662,2012.0,400.0,39.78461566,-10.47510728,non functional,0.497107235807917
53284,18670,2012.0,400.0,39.74321788,-10.46685068,non functional,0.497107235807917
48566,29045,2012.0,400.0,39.78069251,-10.47246415,non functional,0.497107235807917
7690,5863,2012.0,400.0,34.00264622,-2.03745821,non functional,0.497107235807917
14288,17326,2012.0,400.0,39.7831014,-10.47708691,non functional,0.497107235807917
51737,46237,2012.0,400.0,39.83970941,-10.49051204,non functional,0.497107235807917
4635,60015,2012.0,400.0,34.00481261,-2.03722862,non functional,0.497107235807917
27061,72077,2012.0,400.0,39.84222494,-10.48988062,non functional,0.497107235807917
3456,41326,2012.0,390.0,38.80109138,-8.5824219,non functional,0.496943296006612
1418,63936,2012.0,390.0,39.14863121,-8.5425317,non functional,0.496943296006612
51004,57201,2012.0,386.0,38.80153942,-8.58413784,non functional,0.49687772008609005
3863,67792,2012.0,386.0,38.80954411,-8.57523049,non functional,0.49687772008609005
43344,44435,2012.0,380.0,39.73676227,-10.6606085,non functional,0.49677935620530705
4574,9774,2012.0,380.0,38.954941,-10.40233238,non functional,0.49677935620530705
39843,51809,2012.0,370.0,38.80183181,-8.57392555,non functional,0.4966154164040021
3455,51242,2012.0,360.0,34.4879375,-5.70469177,non functional,0.4964514766026972
11419,42732,2012.0,360.0,36.69299781,-2.72352418,non functional,0.4964514766026972
4631,67096,2012.0,360.0,38.80208055,-8.58118092,non functional,0.4964514766026972
28469,49697,2012.0,358.0,39.26452563,-8.3588218,non functional,0.49641868864243616
46764,52552,2012.0,355.0,40.03932055,-10.69105798,non functional,0.49636950670204466
7917,39770,2012.0,355.0,40.03887091,-10.69243269,non functional,0.49636950670204466
11649,32088,2012.0,352.0,39.27663544,-10.15213995,non functional,0.49632032476165316
10636,70177,2012.0,350.0,38.10761662,-4.4950075,non functional,0.4962875368013922
10476,48496,2012.0,350.0,30.40364283,-6.74141854,non functional,0.4962875368013922
41453,68805,2012.0,350.0,34.00467697,-2.03930674,non functional,0.4962875368013922
53316,37393,2012.0,350.0,30.64451827,-3.6273517,non functional,0.4962875368013922
36076,5278,2012.0,350.0,37.94533643,-9.67155947,non functional,0.4962875368013922
56280,70171,2012.0,350.0,34.00219081,-2.03853801,non functional,0.4962875368013922
39141,53585,2012.0,350.0,30.12029375,-4.51268284,non functional,0.4962875368013922
10451,33020,2012.0,350.0,30.40719896,-6.73736777,non functional,0.4962875368013922
23596,73397,2012.0,350.0,36.69104731,-2.72330769,non functional,0.4962875368013922
48226,52729,2012.0,350.0,33.99545219,-2.04516023,non functional,0.4962875368013922
39929,67430,2010.0,1500.0,33.7948615,-1.87695171,non functional,0.49627268942316083
23171,23724,2010.0,1500.0,30.72407735,-3.62375736,non functional,0.49627268942316083
15538,18533,2010.0,1500.0,39.59251187,-10.25835209,non functional,0.49627268942316083
31549,38799,2012.0,345.0,37.83974804,-4.153465799999999,non functional,0.4962055669007397
12077,44347,2012.0,342.0,39.59707162,-9.80353033,non functional,0.4961563849603482
58370,336,2012.0,341.0,39.73376164,-10.6589599,non functional,0.4961399909802177
48276,62205,2012.0,325.0,34.83120556,-10.58776158,non functional,0.4958776872981298
48652,64522,2012.0,325.0,34.82548687,-10.58604307,non functional,0.4958776872981298
47942,23782,2012.0,325.0,34.82162323,-10.55802353,non functional,0.4958776872981298
7050,11375,2011.0,898.0,39.20711184,-7.09929304,non functional,0.4958374756487531
0,50785,2012.0,321.0,35.2907992,-4.05969643,non functional,0.4958121113776078
22747,56159,2012.0,321.0,39.37230503,-10.30047995,non functional,0.4958121113776078
31249,70285,2012.0,321.0,37.84337013,-4.15171082,non functional,0.4958121113776078
34661,41097,2011.0,890.0,31.51692756,-7.83932345,non functional,0.4957063238077091
44279,66281,2011.0,882.0,36.70488442,-8.12643566,non functional,0.4955751719666652
5583,29523,2012.0,302.0,39.26870318,-10.14750269,non functional,0.4955006257551284
13091,23428,2012.0,301.0,39.41084858,-8.77105478,non functional,0.4954842317749979
57262,31049,2012.0,300.0,39.83638507,-10.65692719,non functional,0.49546783779486736
52333,69183,2012.0,300.0,40.03847046,-10.4892532,non functional,0.49546783779486736
21450,27951,2012.0,300.0,34.01562317,-2.0362835,non functional,0.49546783779486736
58984,24904,2012.0,300.0,33.99449269,-2.04252275,non functional,0.49546783779486736
42136,35175,2012.0,300.0,40.11014532,-10.56523161,non functional,0.49546783779486736
49414,67406,2012.0,300.0,35.89798613,-10.19838988,non functional,0.49546783779486736
25572,34658,2012.0,300.0,33.99255822,-2.04688461,non functional,0.49546783779486736
20197,64235,2012.0,300.0,34.50197018,-1.99514188,non functional,0.49546783779486736
30701,53393,2012.0,300.0,38.10775569,-4.47812194,non functional,0.49546783779486736
4317,20641,2012.0,300.0,40.10383281,-10.55613954,non functional,0.49546783779486736
19225,42869,2012.0,300.0,33.98811841,-2.04761776,non functional,0.49546783779486736
13166,37882,2012.0,300.0,36.132702,-10.21717756,non functional,0.49546783779486736
4716,24157,2012.0,300.0,37.30084571,-3.56941935,non functional,0.49546783779486736
45384,36428,2012.0,300.0,34.500892900000004,-1.99443422,non functional,0.49546783779486736
19213,43305,2012.0,286.0,38.81505173,-8.57207317,non functional,0.4952383220730404
3574,49477,2012.0,280.0,33.91945834,-2.0308772,non functional,0.4951399581922575
47355,66527,2012.0,280.0,38.81620238,-8.57845516,non functional,0.4951399581922575
33968,26331,2009.0,2000.0,38.97692296,-6.99103197,non functional,0.4950357172242579
4317,59485,2012.0,270.0,38.80448817,-8.5630677,non functional,0.4949760183909525
4558,58136,2012.0,269.0,39.30920108,-9.56240522,non functional,0.49495962441082203
48886,73099,2012.0,268.0,34.96810937,-4.21073332,non functional,0.4949432304306915
9383,48882,2012.0,256.0,38.81243786,-8.57841919,non functional,0.49474650266912557
20167,4986,2012.0,255.0,35.000463700000005,-4.21318351,non functional,0.4947301086889951
4003,2477,2010.0,1402.0,37.1020643,-5.81081642,non functional,0.4946660793703722
26775,66095,2012.0,250.0,33.55006712,-2.06418321,non functional,0.4946481387883426
13568,33597,2012.0,250.0,30.4062276,-6.74083242,non functional,0.4946481387883426
54939,69539,2012.0,250.0,36.14606538,-10.46569918,non functional,0.4946481387883426
9130,31341,2012.0,250.0,30.40765029,-6.73966157,non functional,0.4946481387883426
6777,27805,2012.0,250.0,30.40505778,-6.74000253,non functional,0.4946481387883426
25351,67176,2012.0,250.0,33.55417171,-2.08901304,non functional,0.4946481387883426
54127,53756,2012.0,250.0,33.5426442,-2.06077122,non functional,0.4946481387883426
3459,51205,2012.0,250.0,33.55284275,-2.08118128,non functional,0.4946481387883426
6990,70508,2012.0,250.0,36.12481116,-10.4599288,non functional,0.4946481387883426
10185,44568,2012.0,250.0,33.56119293,-2.03015969,non functional,0.4946481387883426
41391,763,2012.0,250.0,35.87755108,-10.5531015,non functional,0.4946481387883426
34211,58866,2012.0,250.0,30.40396289,-6.73961817,non functional,0.4946481387883426
2530,47699,2012.0,250.0,33.54980104,-2.05296758,non functional,0.4946481387883426
57082,45367,2012.0,250.0,30.40840487,-6.741938900000001,non functional,0.4946481387883426
8355,16155,2012.0,250.0,33.54797023,-2.06248148,non functional,0.4946481387883426
3949,73835,2012.0,250.0,30.40593327,-6.74344144,non functional,0.4946481387883426
50369,43694,2012.0,250.0,30.40488729,-6.73827566,non functional,0.4946481387883426
25941,17429,2012.0,250.0,33.54710389,-2.0692623,non functional,0.4946481387883426
10047,11422,2012.0,250.0,33.55491319,-2.04332771,non functional,0.4946481387883426
51263,72014,2012.0,250.0,30.40613197,-6.73734802,non functional,0.4946481387883426
38525,8949,2012.0,250.0,33.53510146,-2.04750273,non functional,0.4946481387883426
15046,6667,2012.0,250.0,33.54697347,-2.06006635,non functional,0.4946481387883426
6116,50961,2012.0,250.0,33.54553983,-2.08067319,non functional,0.4946481387883426
20458,38328,2012.0,250.0,33.53692272,-2.03056536,non functional,0.4946481387883426
2314,64277,2012.0,250.0,33.54094142,-2.06294381,non functional,0.4946481387883426
52760,18513,2012.0,250.0,33.54630455,-2.0633081,non functional,0.4946481387883426
16580,47380,2012.0,250.0,34.01019093,-2.03688758,non functional,0.4946481387883426
20103,41448,2012.0,250.0,40.10309019,-10.55421041,non functional,0.4946481387883426
42214,73232,2012.0,250.0,33.5555339,-2.03551409,non functional,0.4946481387883426
12339,14055,2012.0,250.0,33.57070647,-2.05555503,non functional,0.4946481387883426
22163,70307,2012.0,250.0,30.4014957,-6.73941786,non functional,0.4946481387883426
27413,26441,2012.0,250.0,33.55001726,-2.06181037,non functional,0.4946481387883426
27352,13941,2012.0,250.0,33.53747257,-2.07697491,non functional,0.4946481387883426
1427,57755,2012.0,250.0,30.40010367,-6.73828066,non functional,0.4946481387883426
40052,72838,2012.0,245.0,31.10530751,-4.99343286,non functional,0.4945661688876901
18583,44218,2012.0,238.0,39.16393899,-8.54130779,non functional,0.49445141102677664
46002,48431,2012.0,235.0,35.69472012,-3.80135531,non functional,0.49440222908638515
24577,42309,2012.0,235.0,39.2739239,-10.14905313,non functional,0.49440222908638515
2647,15248,2012.0,235.0,39.59156538,-9.81206217,non functional,0.49440222908638515
29973,43336,2011.0,810.0,36.48361745,-8.10058382,non functional,0.49439480539726943
9072,13580,2012.0,233.0,34.19113896,-1.99791522,non functional,0.49436944112612413
8700,46052,2012.0,230.0,30.41190322,-6.74550669,non functional,0.49432025918573264
56985,55767,2012.0,230.0,30.47567144,-3.65448507,non functional,0.49432025918573264
43731,8201,2012.0,230.0,39.47262326,-9.5171804,non functional,0.49432025918573264
13850,52770,2012.0,230.0,39.84444071,-10.45132576,non functional,0.49432025918573264
14080,72333,2012.0,230.0,31.10681206,-4.99461971,non functional,0.49432025918573264
